ID_Caso,Fecha_Deteccion,Proceso_ID,Tipo_Hallazgo_ID,Severidad,Origen_Deteccion,Estado,Fecha_Cierre,Dias_Para_Cierre,Responsable_ID,Costo_Estimado_COP
NC-104116,2014-12-12,P05,T05,Media,Autocontrol,En Tratamiento,,,R11,305339
NC-102516,2014-12-14,P07,T05,Crítica,Autocontrol,Cerrada,2014-12-26,12,R17,884802
NC-105386,2014-12-16,P04,T06,Media,Auditoría Externa,En Tratamiento,,,R23,595200
NC-101252,2014-12-17,P01,T05,Media,Auditoría Interna,Cerrada,2014-12-22,5,R18,271968
NC-103953,2014-12-19,P02,T01,Baja,Autocontrol,Cerrada,2014-12-20,1,R01,115429
NC-102680,2014-12-19,P01,T06,Media,Queja de Cliente,Cerrada,2014-12-26,7,R01,872069
NC-103958,2014-12-22,P02,T02,Baja,Auditoría Externa,Abierta,,,R17,246281
NC-100772,2014-12-22,P02,T04,Media,Autocontrol,Cerrada,2014-12-31,9,R11,238329
NC-103931,2014-12-23,P02,T02,Media,Auditoría Interna,Cerrada,2015-01-10,18,R17,782969
NC-103251,2014-12-24,P02,T04,Baja,Auditoría Externa,Cerrada,2014-12-31,7,R21,197967
NC-102620,2014-12-25,P07,T05,Alta,Autocontrol,Cerrada,2014-12-27,2,R09,1310013
NC-102478,2014-12-26,P02,T04,Alta,Auditoría Interna,Cerrada,2015-01-05,10,R08,467247
NC-106056,2014-12-26,P06,T03,Media,Auditoría Interna,Cerrada,2014-12-31,5,R09,957542
NC-104730,2014-12-27,P04,T04,Media,Auditoría Interna,Cerrada,2015-01-05,9,R13,500466
NC-102430,2014-12-29,P08,T06,Alta,Auditoría Interna,Cerrada,2015-01-28,30,R23,1495639
NC-102773,2014-12-30,P07,T04,Baja,Auditoría Interna,Cerrada,2015-01-02,3,R13,143225
NC-103790,2014-12-30,P04,T04,Baja,Auditoría Externa,Cerrada,2015-01-06,7,R17,230018
NC-104291,2015-01-01,P03,T02,Media,Auditoría Interna,Cerrada,2015-01-17,16,R08,425632
NC-103581,2015-01-02,P02,T01,Media,Autocontrol,Cerrada,2015-01-09,7,R14,313800
NC-102362,2015-01-02,P01,T06,Alta,Autocontrol,Cerrada,2015-01-17,15,R17,1543083
NC-105907,2015-01-03,P05,T04,Media,Inspección de Calidad,Cerrada,2015-01-04,1,R23,615412
NC-100861,2015-01-05,P02,T02,Baja,Autocontrol,En Tratamiento,,,R23,74323
NC-104990,2015-01-05,P04,T01,Crítica,Auditoría Externa,Cerrada,2015-01-11,6,R16,1466149
NC-100225,2015-01-06,P04,T01,Media,Auditoría Externa,Cerrada,2015-01-17,11,R21,328310
NC-104592,2015-01-08,P06,T04,Media,Auditoría Interna,Cerrada,2015-01-12,4,R21,60732
NC-100841,2015-01-10,P04,T06,Alta,Auditoría Externa,Cerrada,2015-01-22,12,R20,548922
NC-104746,2015-01-10,P01,T03,Crítica,Autocontrol,Cerrada,2015-01-25,15,R17,721155
NC-102290,2015-01-13,P06,T02,Alta,Inspección de Calidad,Cerrada,2015-02-02,20,R20,441837
NC-102042,2015-01-13,P06,T02,Alta,Autocontrol,Cerrada,2015-01-25,12,R19,470760
NC-104208,2015-01-14,P06,T05,Media,Autocontrol,Cerrada,2015-01-18,4,R21,157509
NC-105396,2015-01-15,P02,T06,Baja,Auditoría Interna,Cerrada,2015-01-22,7,R09,360627
NC-104860,2015-01-15,P03,T04,Baja,Queja de Cliente,Cerrada,2015-01-28,13,R14,154450
NC-104788,2015-01-17,P03,T06,Baja,Queja de Cliente,Cerrada,2015-02-05,19,R11,361895
NC-106027,2015-01-21,P07,T05,Alta,Auditoría Interna,Cerrada,2015-02-02,12,R11,1692381
NC-104450,2015-01-21,P08,T02,Crítica,Autocontrol,Abierta,,,R19,1808870
NC-103730,2015-01-21,P05,T04,Media,Auditoría Externa,Cerrada,2015-02-02,12,R19,373858
NC-104588,2015-01-22,P06,T03,Media,Inspección de Calidad,Cerrada,2015-01-30,8,R14,287312
NC-105945,2015-01-22,P05,T03,Crítica,Autocontrol,Cerrada,2015-02-09,18,R21,730230
NC-102561,2015-01-25,P06,T03,Crítica,Auditoría Externa,Cerrada,2015-01-28,3,R19,1465345
NC-101657,2015-01-26,P05,T04,Baja,Inspección de Calidad,Cerrada,2015-02-05,10,R13,77474
NC-103589,2015-01-26,P06,T06,Media,Auditoría Interna,Cerrada,2015-02-08,13,R20,90233
NC-103563,2015-01-28,P02,T04,Baja,Autocontrol,Cerrada,2015-02-02,5,R16,66509
NC-105168,2015-01-29,P01,T05,Baja,Auditoría Externa,Cerrada,2015-02-07,9,R18,279112
NC-101101,2015-01-31,P06,T05,Media,Auditoría Externa,Cerrada,2015-02-04,4,R19,279115
NC-101749,2015-01-31,P04,T03,Baja,Inspección de Calidad,Cerrada,2015-02-14,14,R09,134366
NC-105974,2015-02-02,P01,T01,Media,Inspección de Calidad,Cerrada,2015-02-15,13,R16,730801
NC-103698,2015-02-03,P04,T05,Crítica,Autocontrol,Cerrada,2015-02-15,12,R21,212285
NC-101736,2015-02-05,P05,T01,Baja,Queja de Cliente,Cerrada,2015-02-11,6,R09,120376
NC-103658,2015-02-05,P06,T01,Baja,Auditoría Interna,Cerrada,2015-02-20,15,R09,43884
NC-104125,2015-02-06,P04,T06,Alta,Inspección de Calidad,En Tratamiento,,,R14,1089020
NC-104754,2015-02-07,P02,T03,Alta,Autocontrol,Abierta,,,R13,986118
NC-100942,2015-02-08,P01,T06,Baja,Queja de Cliente,Cerrada,2015-02-17,9,R18,204877
NC-104656,2015-02-09,P04,T04,Media,Auditoría Interna,En Tratamiento,,,R01,254977
NC-105584,2015-02-11,P08,T03,Crítica,Autocontrol,En Tratamiento,,,R08,1640555
NC-105458,2015-02-11,P02,T01,Alta,Queja de Cliente,Cerrada,2015-02-15,4,R11,447842
NC-105755,2015-02-13,P02,T01,Baja,Autocontrol,Cerrada,2015-02-22,9,R08,556272
NC-100538,2015-02-13,P02,T03,Media,Auditoría Interna,Cerrada,2015-02-20,7,R21,1448842
NC-104997,2015-02-13,P07,T01,Media,Auditoría Interna,Abierta,,,R20,316336
NC-104003,2015-02-14,P08,T05,Baja,Auditoría Interna,Cerrada,2015-02-19,5,R16,272240
NC-103955,2015-02-15,P07,T04,Media,Queja de Cliente,Cerrada,2015-02-20,5,R18,517235
NC-102249,2015-02-15,P06,T05,Baja,Queja de Cliente,Cerrada,2015-02-26,11,R18,194138
NC-103814,2015-02-16,P02,T02,Baja,Queja de Cliente,Cerrada,2015-02-23,7,R08,332103
NC-104235,2015-02-17,P04,T05,Alta,Inspección de Calidad,Cerrada,2015-02-22,5,R09,462736
NC-103787,2015-02-19,P05,T06,Alta,Auditoría Interna,Cerrada,2015-02-26,7,R09,512940
NC-104960,2015-02-21,P02,T04,Alta,Inspección de Calidad,Cerrada,2015-03-12,19,R01,705092
NC-101567,2015-02-21,P03,T05,Alta,Inspección de Calidad,Cerrada,2015-03-07,14,R01,410068
NC-105827,2015-02-22,P05,T03,Crítica,Auditoría Externa,Cerrada,2015-03-12,18,R11,272968
NC-105693,2015-02-24,P06,T06,Baja,Auditoría Externa,Cerrada,2015-03-12,16,R16,109592
NC-103747,2015-02-24,P08,T01,Media,Auditoría Externa,En Tratamiento,,,R20,538949
NC-100215,2015-02-25,P07,T03,Media,Inspección de Calidad,Cerrada,2015-03-11,14,R11,221128
NC-104572,2015-02-25,P04,T03,Media,Auditoría Externa,Cerrada,2015-03-01,4,R11,238322
NC-100019,2015-02-25,P07,T04,Alta,Auditoría Externa,Cerrada,2015-03-15,18,R11,271818
NC-103127,2015-02-26,P01,T01,Alta,Auditoría Interna,Cerrada,2015-03-01,3,R17,1052353
NC-100192,2015-02-26,P06,T06,Media,Auditoría Interna,En Tratamiento,,,R20,525485
NC-104574,2015-02-27,P01,T05,Alta,Inspección de Calidad,Cerrada,2015-03-07,8,R20,744428
NC-103765,2015-02-28,P04,T03,Media,Auditoría Externa,Cerrada,2015-03-21,21,R23,1186321
NC-106070,2015-02-28,P07,T01,Baja,Queja de Cliente,Cerrada,2015-03-14,14,R01,265596
NC-103068,2015-03-01,P04,T05,Media,Autocontrol,Cerrada,2015-03-04,3,R21,187079
NC-101114,2015-03-08,P04,T02,Media,Inspección de Calidad,Cerrada,2015-03-16,8,R11,174758
NC-101219,2015-03-09,P01,T04,Media,Auditoría Externa,Abierta,,,R21,756663
NC-105009,2015-03-10,P01,T04,Baja,Auditoría Interna,Abierta,,,R23,285656
NC-104129,2015-03-10,P01,T05,Media,Inspección de Calidad,Cerrada,2015-03-18,8,R14,803569
NC-102147,2015-03-13,P07,T01,Media,Auditoría Externa,En Tratamiento,,,R19,331403
NC-101484,2015-03-13,P02,T05,Baja,Auditoría Interna,Cerrada,2015-03-17,4,R13,326813
NC-106114,2015-03-13,P07,T01,Media,Auditoría Interna,Cerrada,2015-03-21,8,R09,373756
NC-104294,2015-03-15,P07,T04,Baja,Queja de Cliente,Cerrada,2015-03-24,9,R21,271748
NC-105915,2015-03-17,P08,T02,Baja,Queja de Cliente,Cerrada,2015-04-02,16,R09,96609
NC-104063,2015-03-17,P05,T01,Alta,Auditoría Externa,Cerrada,2015-03-22,5,R17,1315003
NC-102922,2015-03-18,P08,T03,Media,Auditoría Externa,Cerrada,2015-03-21,3,R21,764976
NC-105511,2015-03-18,P03,T05,Crítica,Queja de Cliente,Cerrada,2015-04-05,18,R14,1577392
NC-103317,2015-03-19,P01,T05,Baja,Auditoría Externa,Cerrada,2015-03-23,4,R20,484163
NC-101363,2015-03-20,P05,T06,Crítica,Auditoría Externa,Cerrada,2015-04-04,15,R14,1069646
NC-101022,2015-03-20,P03,T01,Media,Autocontrol,Cerrada,2015-03-22,2,R23,698679
NC-100459,2015-03-25,P02,T05,Media,Auditoría Interna,Cerrada,2015-04-14,20,R18,1229980
NC-105321,2015-03-26,P01,T06,Alta,Inspección de Calidad,Cerrada,2015-04-01,6,R23,409555
NC-105566,2015-03-27,P05,T03,Media,Auditoría Interna,En Tratamiento,,,R14,616665
NC-102331,2015-03-29,P07,T03,Crítica,Autocontrol,Cerrada,2015-04-23,25,R18,405575
NC-101371,2015-03-31,P06,T06,Baja,Inspección de Calidad,Cerrada,2015-04-03,3,R20,241313
NC-102693,2015-03-31,P06,T05,Crítica,Autocontrol,Abierta,,,R11,1434192
NC-103557,2015-04-01,P06,T03,Alta,Queja de Cliente,Cerrada,2015-04-13,12,R20,364804
NC-102193,2015-04-02,P03,T06,Baja,Queja de Cliente,En Tratamiento,,,R08,51928
NC-104240,2015-04-02,P07,T03,Alta,Inspección de Calidad,Cerrada,2015-04-07,5,R11,135868
NC-101411,2015-04-03,P05,T01,Alta,Inspección de Calidad,Cerrada,2015-04-09,6,R08,433521
NC-100250,2015-04-03,P03,T01,Baja,Autocontrol,Cerrada,2015-04-06,3,R01,85191
NC-102514,2015-04-03,P02,T06,Baja,Auditoría Externa,Cerrada,2015-04-10,7,R14,72653
NC-104815,2015-04-04,P04,T03,Alta,Inspección de Calidad,Cerrada,2015-04-25,21,R18,967335
NC-103627,2015-04-05,P08,T01,Baja,Auditoría Interna,Cerrada,2015-04-18,13,R08,86431
NC-102262,2015-04-08,P05,T05,Alta,Auditoría Externa,Cerrada,2015-05-11,33,R11,1549701
NC-100765,2015-04-08,P01,T01,Baja,Auditoría Externa,Cerrada,2015-04-19,11,R19,89606
NC-100946,2015-04-11,P06,T01,Media,Inspección de Calidad,Cerrada,2015-04-17,6,R01,235158
NC-105136,2015-04-11,P07,T03,Alta,Auditoría Externa,Cerrada,2015-04-25,14,R09,98717
NC-105038,2015-04-12,P07,T06,Media,Autocontrol,Cerrada,2015-04-22,10,R16,265175
NC-100506,2015-04-15,P07,T05,Baja,Queja de Cliente,Cerrada,2015-05-03,18,R18,120650
NC-102111,2015-04-15,P08,T01,Baja,Inspección de Calidad,Cerrada,2015-04-28,13,R09,192870
NC-105334,2015-04-21,P06,T03,Baja,Autocontrol,Cerrada,2015-06-09,49,R16,252218
NC-103950,2015-04-21,P04,T02,Alta,Queja de Cliente,Cerrada,2015-04-28,7,R13,459285
NC-104376,2015-04-22,P08,T06,Media,Autocontrol,Cerrada,2015-05-10,18,R20,934186
NC-104861,2015-04-22,P05,T01,Media,Inspección de Calidad,Cerrada,2015-04-27,5,R19,689981
NC-101222,2015-04-23,P01,T02,Media,Auditoría Externa,Cerrada,2015-05-04,11,R23,378634
NC-101960,2015-04-24,P07,T01,Media,Auditoría Externa,Cerrada,2015-05-05,11,R16,113270
NC-103192,2015-04-25,P02,T04,Media,Auditoría Externa,Cerrada,2015-05-04,9,R09,520502
NC-102316,2015-04-26,P04,T04,Baja,Inspección de Calidad,Cerrada,2015-05-05,9,R17,207431
NC-100085,2015-04-26,P04,T06,Baja,Queja de Cliente,En Tratamiento,,,R13,431326
NC-105055,2015-04-27,P04,T04,Alta,Queja de Cliente,Cerrada,2015-05-01,4,R16,1332041
NC-104986,2015-04-28,P08,T04,Alta,Auditoría Externa,Abierta,,,R14,1020270
NC-103237,2015-04-28,P08,T02,Baja,Auditoría Externa,En Tratamiento,,,R01,199497
NC-100340,2015-05-02,P05,T05,Baja,Inspección de Calidad,Cerrada,2015-05-09,7,R11,160447
NC-103474,2015-05-02,P06,T05,Crítica,Autocontrol,Cerrada,2015-05-06,4,R01,3760849
NC-101565,2015-05-02,P01,T01,Baja,Auditoría Interna,Cerrada,2015-05-09,7,R23,128234
NC-106025,2015-05-02,P01,T04,Alta,Auditoría Externa,Abierta,,,R01,329089
NC-103241,2015-05-02,P07,T05,Crítica,Auditoría Interna,Cerrada,2015-05-15,13,R08,1552004
NC-103785,2015-05-03,P02,T02,Media,Autocontrol,Abierta,,,R16,176174
NC-103708,2015-05-06,P01,T02,Baja,Inspección de Calidad,Cerrada,2015-06-01,26,R13,362397
NC-103184,2015-05-07,P04,T03,Baja,Auditoría Interna,Cerrada,2015-05-18,11,R23,114735
NC-100735,2015-05-07,P08,T06,Media,Auditoría Externa,Cerrada,2015-05-20,13,R19,495453
NC-102868,2015-05-07,P04,T04,Media,Autocontrol,Cerrada,2015-05-09,2,R19,278039
NC-103996,2015-05-08,P01,T05,Baja,Queja de Cliente,Cerrada,2015-05-26,18,R11,303680
NC-101023,2015-05-09,P06,T02,Media,Queja de Cliente,Cerrada,2015-05-11,2,R23,1103700
NC-103717,2015-05-09,P08,T03,Alta,Auditoría Externa,Cerrada,2015-05-16,7,R23,561124
NC-106158,2015-05-11,P08,T04,Alta,Autocontrol,Cerrada,2015-05-17,6,R09,714767
NC-105847,2015-05-12,P03,T02,Media,Auditoría Externa,Cerrada,2015-05-24,12,R08,520394
NC-101052,2015-05-12,P07,T02,Alta,Autocontrol,Cerrada,2015-05-19,7,R23,660318
NC-101828,2015-05-12,P08,T06,Baja,Autocontrol,Cerrada,2015-05-27,15,R19,146421
NC-101323,2015-05-13,P01,T03,Baja,Auditoría Interna,Cerrada,2015-06-01,19,R21,238178
NC-103608,2015-05-14,P01,T02,Media,Auditoría Interna,Cerrada,2015-05-22,8,R23,476867
NC-100067,2015-05-15,P03,T01,Alta,Auditoría Interna,Cerrada,2015-05-21,6,R21,1144107
NC-101480,2015-05-16,P07,T01,Baja,Inspección de Calidad,Cerrada,2015-05-27,11,R13,192858
NC-104378,2015-05-19,P07,T06,Media,Auditoría Externa,Cerrada,2015-05-26,7,R17,374162
NC-103323,2015-05-19,P04,T05,Baja,Inspección de Calidad,Cerrada,2015-05-21,2,R17,238795
NC-102501,2015-05-19,P02,T03,Baja,Autocontrol,Abierta,,,R14,194309
NC-104243,2015-05-21,P04,T05,Media,Auditoría Externa,Cerrada,2015-06-03,13,R23,653162
NC-104963,2015-05-21,P05,T03,Crítica,Queja de Cliente,Cerrada,2015-06-02,12,R16,1160675
NC-101438,2015-05-23,P03,T04,Baja,Inspección de Calidad,Cerrada,2015-06-04,12,R17,67597
NC-102622,2015-05-23,P02,T06,Baja,Inspección de Calidad,Cerrada,2015-05-31,8,R14,92790
NC-103038,2015-05-25,P07,T01,Media,Queja de Cliente,Cerrada,2015-06-06,12,R19,353741
NC-105737,2015-05-26,P08,T04,Alta,Auditoría Interna,Cerrada,2015-06-14,19,R01,1684425
NC-100767,2015-05-26,P02,T03,Baja,Auditoría Externa,En Tratamiento,,,R01,118657
NC-100524,2015-05-27,P05,T05,Alta,Inspección de Calidad,Cerrada,2015-06-20,24,R14,1341864
NC-102556,2015-05-28,P08,T05,Media,Queja de Cliente,Cerrada,2015-06-02,5,R09,732894
NC-100674,2015-05-28,P08,T04,Alta,Auditoría Externa,En Tratamiento,,,R09,346355
NC-102944,2015-05-29,P01,T03,Baja,Inspección de Calidad,Cerrada,2015-06-13,15,R21,535295
NC-105217,2015-05-29,P08,T03,Media,Autocontrol,Cerrada,2015-06-16,18,R14,335392
NC-103477,2015-05-31,P02,T02,Alta,Autocontrol,Cerrada,2015-06-14,14,R23,403191
NC-100328,2015-06-02,P01,T02,Baja,Auditoría Externa,Cerrada,2015-06-25,23,R21,241263
NC-105455,2015-06-02,P08,T01,Alta,Inspección de Calidad,Cerrada,2015-06-13,11,R11,449320
NC-102716,2015-06-04,P03,T06,Baja,Auditoría Externa,Cerrada,2015-06-13,9,R14,117678
NC-105880,2015-06-05,P02,T05,Crítica,Queja de Cliente,Cerrada,2015-06-22,17,R18,672212
NC-103043,2015-06-06,P04,T04,Alta,Auditoría Interna,Cerrada,2015-06-19,13,R20,1882641
NC-100975,2015-06-07,P05,T03,Baja,Autocontrol,Cerrada,2015-06-20,13,R21,162346
NC-103745,2015-06-08,P04,T04,Media,Inspección de Calidad,Cerrada,2015-06-30,22,R18,611367
NC-105985,2015-06-08,P05,T03,Alta,Auditoría Externa,Cerrada,2015-06-22,14,R21,314293
NC-103394,2015-06-08,P04,T06,Media,Auditoría Interna,Cerrada,2015-06-21,13,R21,102049
NC-103255,2015-06-08,P07,T04,Alta,Inspección de Calidad,Cerrada,2015-06-09,1,R18,318004
NC-101705,2015-06-09,P05,T01,Baja,Inspección de Calidad,Cerrada,2015-06-25,16,R11,230806
NC-103365,2015-06-09,P05,T03,Media,Queja de Cliente,Cerrada,2015-06-19,10,R19,169505
NC-102504,2015-06-10,P08,T02,Baja,Auditoría Externa,En Tratamiento,,,R18,95393
NC-101025,2015-06-12,P08,T02,Media,Queja de Cliente,Cerrada,2015-07-09,27,R11,1113218
NC-105208,2015-06-13,P03,T06,Alta,Autocontrol,Cerrada,2015-06-21,8,R13,1469398
NC-102489,2015-06-14,P03,T02,Alta,Auditoría Interna,En Tratamiento,,,R08,1660014
NC-103337,2015-06-17,P05,T06,Baja,Auditoría Externa,En Tratamiento,,,R16,438880
NC-101653,2015-06-18,P06,T03,Media,Queja de Cliente,Cerrada,2015-07-04,16,R11,1164557
NC-102660,2015-06-19,P01,T01,Alta,Inspección de Calidad,Cerrada,2015-06-30,11,R23,517297
NC-102847,2015-06-19,P02,T01,Crítica,Inspección de Calidad,Cerrada,2015-06-25,6,R08,81945
NC-100981,2015-06-20,P08,T04,Baja,Autocontrol,Cerrada,2015-06-27,7,R11,12960
NC-105292,2015-06-20,P03,T05,Baja,Inspección de Calidad,Cerrada,2015-06-21,1,R21,84160
NC-105631,2015-06-21,P04,T01,Alta,Inspección de Calidad,Cerrada,2015-07-02,11,R20,1071265
NC-105302,2015-06-22,P06,T04,Alta,Auditoría Interna,Cerrada,2015-07-04,12,R14,523257
NC-102767,2015-06-22,P03,T06,Alta,Auditoría Externa,Cerrada,2015-07-01,9,R21,651178
NC-101872,2015-06-24,P05,T01,Media,Auditoría Interna,Cerrada,2015-07-10,16,R13,747613
NC-104810,2015-06-24,P05,T05,Media,Auditoría Interna,Cerrada,2015-07-09,15,R08,213909
NC-104798,2015-06-24,P02,T04,Crítica,Auditoría Interna,Cerrada,2015-06-26,2,R09,1417023
NC-103143,2015-06-25,P03,T02,Alta,Auditoría Interna,Cerrada,2015-07-01,6,R14,580141
NC-104477,2015-06-28,P02,T05,Alta,Auditoría Externa,Cerrada,2015-07-04,6,R13,757176
NC-102122,2015-06-28,P06,T03,Baja,Auditoría Interna,Cerrada,2015-07-16,18,R08,63552
NC-103829,2015-06-29,P08,T05,Media,Queja de Cliente,Cerrada,2015-07-10,11,R09,175756
NC-104737,2015-06-29,P03,T02,Media,Auditoría Externa,En Tratamiento,,,R23,220525
NC-105090,2015-06-30,P02,T03,Media,Autocontrol,Abierta,,,R09,411996
NC-102354,2015-07-03,P01,T06,Baja,Autocontrol,Cerrada,2015-07-23,20,R16,46091
NC-102018,2015-07-07,P08,T04,Baja,Auditoría Interna,Cerrada,2015-07-29,22,R13,695050
NC-105495,2015-07-08,P01,T03,Baja,Queja de Cliente,Cerrada,2015-07-23,15,R08,222434
NC-102549,2015-07-09,P02,T02,Baja,Queja de Cliente,Abierta,,,R20,330161
NC-103471,2015-07-10,P03,T03,Baja,Autocontrol,Cerrada,2015-07-12,2,R18,27912
NC-105096,2015-07-11,P02,T01,Media,Autocontrol,Cerrada,2015-07-23,12,R11,499066
NC-105896,2015-07-12,P06,T01,Alta,Auditoría Externa,Cerrada,2015-07-25,13,R20,1325850
NC-101044,2015-07-13,P03,T04,Baja,Inspección de Calidad,Cerrada,2015-08-03,21,R17,326785
NC-100354,2015-07-18,P07,T03,Media,Inspección de Calidad,En Tratamiento,,,R16,67236
NC-103599,2015-07-18,P07,T06,Alta,Autocontrol,Cerrada,2015-07-23,5,R14,577902
NC-103823,2015-07-19,P07,T06,Crítica,Auditoría Interna,Cerrada,2015-07-24,5,R16,1591786
NC-104648,2015-07-20,P03,T02,Media,Autocontrol,Cerrada,2015-07-27,7,R08,332634
NC-103553,2015-07-23,P08,T06,Media,Auditoría Interna,Cerrada,2015-08-05,13,R09,197858
NC-103468,2015-07-24,P06,T01,Baja,Queja de Cliente,Cerrada,2015-08-04,11,R08,149142
NC-106162,2015-07-26,P05,T01,Media,Inspección de Calidad,Cerrada,2015-07-30,4,R21,1206376
NC-102085,2015-07-26,P02,T04,Media,Auditoría Externa,Cerrada,2015-07-31,5,R11,1177246
NC-103459,2015-07-26,P03,T06,Alta,Queja de Cliente,Cerrada,2015-08-01,6,R23,493889
NC-105476,2015-07-27,P07,T05,Crítica,Autocontrol,Cerrada,2015-08-08,12,R01,887087
NC-105870,2015-07-31,P08,T05,Baja,Autocontrol,Cerrada,2015-08-09,9,R19,45438
NC-105678,2015-08-05,P02,T05,Baja,Queja de Cliente,Cerrada,2015-08-13,8,R21,261952
NC-102971,2015-08-05,P01,T04,Crítica,Queja de Cliente,Cerrada,2015-08-10,5,R18,929082
NC-104890,2015-08-05,P05,T02,Crítica,Autocontrol,Cerrada,2015-08-14,9,R16,1358650
NC-100597,2015-08-05,P07,T06,Baja,Auditoría Interna,Cerrada,2015-08-17,12,R13,211610
NC-104282,2015-08-05,P07,T04,Media,Autocontrol,Cerrada,2015-08-26,21,R11,46995
NC-105239,2015-08-06,P08,T03,Baja,Auditoría Interna,Cerrada,2015-08-16,10,R23,390387
NC-100239,2015-08-06,P04,T06,Alta,Auditoría Externa,En Tratamiento,,,R19,789403
NC-105513,2015-08-09,P01,T06,Media,Queja de Cliente,Cerrada,2015-08-20,11,R09,91109
NC-104674,2015-08-10,P04,T01,Alta,Auditoría Interna,Cerrada,2015-08-14,4,R20,874746
NC-104425,2015-08-11,P06,T03,Media,Auditoría Externa,En Tratamiento,,,R16,121536
NC-101404,2015-08-11,P04,T03,Baja,Autocontrol,Cerrada,2015-08-19,8,R09,136055
NC-105965,2015-08-12,P01,T03,Alta,Auditoría Interna,Cerrada,2015-09-02,21,R08,353178
NC-103217,2015-08-13,P06,T01,Media,Auditoría Externa,Cerrada,2015-08-23,10,R16,411044
NC-105385,2015-08-18,P04,T05,Media,Auditoría Externa,Cerrada,2015-08-20,2,R21,1604859
NC-100905,2015-08-20,P01,T06,Media,Auditoría Externa,Cerrada,2015-09-01,12,R19,354461
NC-104839,2015-08-21,P04,T05,Media,Inspección de Calidad,Cerrada,2015-08-25,4,R08,572020
NC-101308,2015-08-21,P03,T06,Alta,Auditoría Interna,Cerrada,2015-08-30,9,R21,256848
NC-102412,2015-08-21,P07,T01,Media,Inspección de Calidad,Cerrada,2015-09-04,14,R11,341056
NC-104298,2015-08-24,P08,T05,Media,Queja de Cliente,Cerrada,2015-09-02,9,R16,378829
NC-106020,2015-08-25,P08,T03,Crítica,Queja de Cliente,Cerrada,2015-09-03,9,R01,715705
NC-103040,2015-08-25,P01,T01,Baja,Inspección de Calidad,En Tratamiento,,,R11,204399
NC-101718,2015-08-25,P01,T02,Alta,Queja de Cliente,Cerrada,2015-09-07,13,R01,1508642
NC-105115,2015-08-27,P04,T01,Baja,Auditoría Externa,En Tratamiento,,,R21,242504
NC-102227,2015-08-28,P02,T01,Media,Queja de Cliente,Cerrada,2015-09-03,6,R21,35327
NC-106081,2015-08-28,P08,T04,Alta,Auditoría Interna,Cerrada,2015-09-05,8,R14,765148
NC-103776,2015-08-28,P06,T04,Baja,Autocontrol,Cerrada,2015-09-05,8,R11,84069
NC-102367,2015-08-28,P03,T02,Alta,Queja de Cliente,Cerrada,2015-09-03,6,R17,1157152
NC-100003,2015-08-29,P02,T06,Media,Inspección de Calidad,Cerrada,2015-09-20,22,R17,171809
NC-103676,2015-08-30,P05,T06,Media,Auditoría Interna,En Tratamiento,,,R09,63588
NC-101905,2015-08-31,P05,T06,Alta,Inspección de Calidad,Cerrada,2015-09-13,13,R23,65706
NC-103592,2015-09-02,P04,T04,Alta,Inspección de Calidad,Cerrada,2015-09-16,14,R21,612742
NC-100492,2015-09-02,P03,T04,Media,Auditoría Interna,Cerrada,2015-09-11,9,R19,238258
NC-102685,2015-09-03,P05,T02,Baja,Auditoría Interna,Cerrada,2015-09-11,8,R08,29247
NC-105165,2015-09-04,P03,T01,Alta,Auditoría Interna,Cerrada,2015-09-09,5,R14,1676371
NC-102734,2015-09-05,P08,T05,Baja,Queja de Cliente,Cerrada,2015-09-18,13,R11,109353
NC-100458,2015-09-06,P06,T06,Media,Auditoría Externa,Cerrada,2015-09-21,15,R13,327566
NC-100915,2015-09-09,P04,T02,Media,Inspección de Calidad,Cerrada,2015-09-15,6,R21,475317
NC-102877,2015-09-09,P02,T03,Baja,Inspección de Calidad,Abierta,,,R23,458160
NC-102897,2015-09-10,P02,T04,Alta,Queja de Cliente,Cerrada,2015-09-20,10,R08,376342
NC-105843,2015-09-11,P01,T03,Alta,Autocontrol,Cerrada,2015-10-03,22,R14,939528
NC-102485,2015-09-13,P08,T02,Baja,Auditoría Externa,Cerrada,2015-09-26,13,R16,123429
NC-103854,2015-09-13,P04,T02,Crítica,Auditoría Interna,Cerrada,2015-09-27,14,R11,1396719
NC-102025,2015-09-14,P08,T06,Baja,Inspección de Calidad,Cerrada,2015-09-23,9,R13,294549
NC-100679,2015-09-16,P04,T06,Crítica,Queja de Cliente,Cerrada,2015-10-08,22,R14,2448369
NC-104843,2015-09-17,P06,T02,Crítica,Inspección de Calidad,Cerrada,2015-09-24,7,R13,998943
