CLIENTE;IDENTIFICACION;DOCUMENTO;PAIS;CANAL;FORMA DE PAGO;PRODUCTO;VENDEDOR;FECHA;VENTAS;CANTIDAD;DESCUENTO_PORCENTAJE;PRECIO_UNITARIO
Walmart;890342123.0;FV 116875;Peru;Telefono;Tarjeta de Credito;Guayos Nike Cr-110;Bernardo Cifuentes;2013-08-12;96759;8;0.0;12095
Cencosud;901776453.0;FV 50975;Mexico;Redes Sociales;Transferencia Electronica;Kit de cocina TrailChef;Lidia Bueno;2021-04-13;54750;6;0.0;9125
Super 99;899087237.0;FV 42261;Colombia;Punto de Venta;Efectivo;Mochila Canyon Mula Weekender;Patricia Angarita;2024-06-04;98100;6;0.0;16350
;901776453.0;FV 137044;Nicaragua;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-23;Lidia Bueno;2018-07-23;58598;13;16.6;4508
Tiendas Olímpica;901765437.0;FV 56157;Peru;Redes Sociales;Transferencia Electronica;Mountain Man Extreme;Viviana Cano;2021-12-07;44350;8;8.8;5544
Grupo Éxito;809765231.0;FV 55031;Colombia;Redes Sociales;Cheque;Lámpara EverGlow;Viviana Cano;2021-10-30;14450;8;0.0;1806
La Anónima;897564399.0;FV 130545;Ecuador;Telefono;Cheque;Pantaloneta;Lidia Bueno;2017-04-03;46883;13;7.9;3606
Makro;902765200.0;FV 106459;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-113;Viviana Cano;2009-04-20;35355;3;0.0;11785
Supermercados Peruanos;896789012.0;FV 140788;Ecuador;Punto de Venta;Efectivo;Juego TrailChef Deluxe Cook;Lidia Bueno;2019-04-29;52718;4;12.4;13180
Automercados Plaza's;891009100.0;FV 108738;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-46;Viviana Cano;2010-06-12;41076;8;0.0;5134
Bodega Aurrerá;890457811.0;FV 143900;Peru;Telefono;Cheque;Guayos Nike Cr-65;Hernando Portilla;2019-12-17;127295;9;17.2;14144
Bodega Aurrerá;890457811.0;FV 44319;Guatemala;Punto de Venta;Efectivo;Mochila Canyon Mula Weekender;Guillermo Benavides;2024-09-25;82850;10;12.6;8285
Soriana;901345679.0;FV 63408;Peru;Redes Sociales;Transferencia Electronica;Balon de Microfutbol Golty;Lidia Bueno;2022-09-10;55000;6;0.0;9167
Automercados Plaza's;891009100.0;FV 111764;Ecuador;Punto de Venta;Transferencia Electronica;Gorra Deportiva;Viviana Cano;2011-12-13;Pendiente;12;0.0;12044
Carrefour;900348761.0;FV 146585;Panama;Punto de Venta;Cheque;Guayos Nike Cr-56;Hernando Portilla;2020-07-01;71355;7;6.9;10194
La Anónima;897564399.0;FV 126736;Colombia;Telefono;Tarjeta de Credito;Guayos Nike Cr-15;Lidia Bueno;2016-06-30;153552;12;8.0;12796
Ara;901001382.0;FV 129978;Mexico;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-43;Guillermo Benavides;2017-02-23;110873;14;0.0;7920
;890457811.0;FV 137879;Peru;Telefono;Tarjeta de Credito;Guayos Nike Cr-107;Lidia Bueno;2018-09-24;26950;5;6.8;5390
Soriana;901345679.0;FV 130768;Honduras;Telefono;Tarjeta de Credito;Guayos Nike Cr-17;Bernardo Cifuentes;2017-04-19;107531;10;6.6;10753
Walmart;890342123.0;FV 72541;Honduras;Redes Sociales;Transferencia Electronica;Guantes de Arquero Nike;Viviana Cano;2023-12-05;54000;3;0.0;18000
Walmart;890342123.0;FV 67495;Mexico;Redes Sociales;Transferencia Electronica;Pantaloneta;Lidia Bueno;2023-04-05;31900;6;0.0;5317
Unimarc;900434592.0;FV 143860;Nicaragua;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-74;Viviana Cano;2019-12-15;40994;8;0.0;5124
Hipermaxi;899453679.0;FV 129166;Panama;Punto de Venta;Cheque;Guayos Nike Cr-43;Guillermo Benavides;2016-12-26;36613;9;5.9;4068
Bodega Aurrerá;890457811.0;FV 100461;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-59;Viviana Cano;2005-05-13;27500;11;0.0;2500
Tiendas Olímpica;901765437.0;FV 122898;Colombia;Telefono;Transferencia Electronica;Guayos Nike Cr-83;Bernardo Cifuentes;2015-07-11;54172;8;0.0;6772
Super 99;899087237.0;FV 115539;Ecuador;Telefono;Transferencia Electronica;Guayos Nike Cr-115;Bernardo Cifuentes;2013-03-07;20619;3;6.4;6873
Soriana;901345679.0;FV 44295;Guatemala ;Punto de Venta;Efectivo;Arnés Extremo Husky;Guillermo Benavides;2024-09-25;84800;13;0.0;6523
Cencosud;901776453.0;FV 148706;Nicaragua;Telefono;Transferencia Electronica;Canyon Mule Carryall;Hernando Portilla;2020-12-04;59869;10;0.0;5987
Soriana;901345679.0;FV 64912;Guatemala;Redes Sociales;Transferencia Electronica;Batería recargable Firefly;Lidia Bueno;2022-12-08;34800;6;6.0;5800
Jumbo;901345871.0;FV 102449;Ecuador;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-95;Viviana Cano;2006-11-25;46515;5;7.1;9303
Gessa;901324700.0;FV 71072;Honduras;Redes Sociales;Transferencia Electronica;Camiseta Deportiva;Viviana Cano;2023-08-08;24150;10;0.0;2415
Makro;902765200.0;FV 144971;Guatemala;Telefono;Transferencia Electronica;Casco de escalada de granito;Viviana Cano;2020-03-04;45051;5;9.6;9010
Walmart;890342123.0;FV 72354;Guatemala;Redes Sociales;Transferencia Electronica;Guayos Nike Cr-100;Viviana Cano;2023-11-24;54000;3;8.9;18000
Unimarc;900434592.0;FV 109701;Ecuador;Punto de Venta;Efectivo;Silvato Arbitro;Hernando Portilla;2010-12-01;20815;7;19.0;2974
Walmart;890342123.0;FV 127438;Mexico;Punto de Venta;Efectivo;Guayos Nike Cr-92;Lidia Bueno;2016-08-20;46190;11;0.0;4199
Tiendas Olímpica;;FV 100781;Ecuador;Punto de Venta;Efectivo;Guayos Nike Cr-69;Viviana Cano;2005-08-08;11734;1;0.0;11734
Gessa;901324700.0;FV 55001;Ecuador;Teléfono;Cheque;Bolsa de golf Course Pro;Lidia Bueno;2021-10-29;17550;2;8.4;8775
Makro;902765200.0;FV 105363;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-88;Hernando Portilla;2008-10-09;3028;1;0.0;3028
Cencosud;901776453.0;FV 116337;Ecuador;Telefono;Efectivo;Guayos Nike Cr-71;Bernardo Cifuentes;2013-06-09;111339;12;9.8;9278
Ara;901001382.0;FV 148120;Honduras;Telefono;Transferencia Electronica;Guayos Nike Cr-94;Lidia Bueno;2020-10-18;14646;2;0.0;7323
Super Selectos;901457120.0;FV 125732;Guatemala;Telefono;Efectivo;Guantes de Arquero Nike;Lidia Bueno;2016-04-15;94358;8;0.0;11795
Grupo Éxito;809765231.0;FV 134755;Peru;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-86;Viviana Cano;2018-02-02;33649;14;0.0;2404
Cencosud;901776453.0;FV 108147;Ecuador;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-109;Hernando Portilla;2010-02-21;74924;11;8.8;6811
Tiendas San Francisco;897345600.0;FV 106618;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-61;Hernando Portilla;2009-05-20;81598;10;0.0;8160
Soriana;901345679.0;FV 58056;Guatemala;Redes Sociales;Transferencia Electronica;Balon de Futbol Adidas;Hernando Portilla;2022-02-14;35500;10;0.0;3550
Ara;901001382.0;FV 127465;Ecuador;Punto de Venta;Cheque;Guayos Nike Cr-30;Guillermo Benavides;2016-08-21;28951;7;0.0;4136
;902765200.0;FV 140453;Colombia;Telefono;Transferencia Electronica;Guayos Nike Cr-39;Guillermo Benavides;2019-04-08;22850;4;0.0;5712
Automercados Plaza's;891009100.0;FV 135980;Panama;Telefono;Tarjeta de Credito;Gorra Deportiva;Viviana Cano;2018-05-01;64020;9;6.3;7113
Cencosud;901776453.0;FV 52049;Ecuador;Redes Sociales;Transferencia Electronica;Kit de cocina TrailChef;Lidia Bueno;2021-05-08;26850;13;0.0;2065
Gessa;901324700.0;FV 120740;Ecuador;Punto de Venta;Tarjeta de Credito;Sudadera Puma;Hernando Portilla;2014-11-04;72256;14;0.0;5161
Walmart;890342123.0;FV 68800;Nicaragua;Redes Sociales;Transferencia Electronica;Kit de cocina TrailChef;Lidia Bueno;2023-05-09;54950;10;0.0;5495
Jumbo;901345871.0;FV 141075;Panama;Punto de Venta;Cheque;Guayos Nike Cr-102;Lidia Bueno;2019-05-20;86361;12;11.3;7197
Ara;901001382.0;FV 143590;Mexico;Punto de Venta;Cheque;Husky Cuerda 200;Guillermo Benavides;2019-11-27;26780;2;0.0;13390
Walmart;890342123.0;FV 56205;Honduras;Redes Sociales;Tarjeta de Credito;Juego TrailChef Deluxe Cook;Bernardo Cifuentes;2021-12-09;55000;8;0.0;6875
Soriana;901345679.0;FV 127073;Peru;Punto de Venta;Efectivo;Guayos Nike Cr-103;Lidia Bueno;2016-07-23;62703;10;0.0;6270
Ara;901001382.0;FV 66986;Ecuador;Redes Sociales;Cheque;Mountain Man Extreme;Lidia Bueno;2023-03-17;16000;10;0.0;1600
Walmart;890342123.0;FV 134602;Panama;Telefono;Cheque;Guayos Nike Cr-81;Hernando Portilla;2018-01-21;139724;10;13.2;13972
Ara;901001382.0;FV 125993;Guatemala;Telefono;Cheque;Guayos Nike Cr-9;Guillermo Benavides;2016-04-30;53759;8;0.0;6720
Gessa;901324700.0;FV 118747;Ecuador;Punto de Venta;Tarjeta de Credito;Termo de Bicicleta;Viviana Cano;2014-03-16;44269;7;0.0;6324
Tiendas San Francisco;897345600.0;FV 111100;Ecuador;Punto de Venta;Cheque;Guayos Nike Cr-59;Viviana Cano;2011-08-15;18555;3;0.0;6185
Super Selectos;901457120.0;FV 148888;Nicaragua;Punto de Venta;Cheque;Guayos Nike Cr-79;Lidia Bueno;2020-12-18;114535;14;0.0;8181
Grupo Éxito;809765231.0;FV 65306;Guatemala;Redes Sociales;Transferencia Electronica;Sudadera Puma;Hernando Portilla;2023-01-04;55000;2;0.0;27500
Supermercados Peruanos;896789012.0;FV 136337;Nicaragua;Punto de Venta;Cheque;Kit de alivio compacto;Guillermo Benavides;2018-05-28;11040;1;0.0;11040
Tiendas Olímpica;901765437.0;FV 129199;Panama;Telefono;Cheque;Guayos Nike Cr-12;Guillermo Benavides;2016-12-29;35098;12;18.5;2925
Soriana;901345679.0;FV 100389;ecuador;Punto de Venta;Cheque;Guayos Nike Cr-108;Viviana Cano;2005-04-25;47208;12;0.0;3934
Carrefour;900348761.0;FV 71912;Colombia;Redes Sociales;Transferencia Electronica;Guantes de Arquero Nike;Viviana Cano;2023-10-25;65700;2;0.0;32850
Super 99;899087237.0;FV 104322;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-114;Viviana Cano;2008-03-27;112393;10;0.0;11239
Gessa;901324700.0;FV 144205;Ecuador;Telefono;Transferencia Electronica;Pantaloneta;Lidia Bueno;2020-01-09;10477;1;8.5;10477
Super Selectos;901457120.0;FV 124855;Mexico;Punto de Venta;Efectivo;Guayos Nike Cr-80;Viviana Cano;2016-02-10;105814;12;0.0;8818
Bodega Aurrerá;;FV 48076;Ecuador;Teléfono;Transferencia Electronica;Kit de alivio compacto;Viviana Cano;2021-01-28;27900;13;7.1;2146
Cencosud;901776453.0;FV 115850;Colombia;Telefono;Tarjeta de Credito;Guayos Nike Cr-78;Hernando Portilla;2013-04-15;162419;14;0.0;11601
Soriana;901345679.0;FV 56652;Mexico;Redes Sociales;Transferencia Electronica;Gorra Deportiva;Lidia Bueno;2021-12-24;43000;2;7.7;21500
Hipermaxi;899453679.0;FV 48685;Ecuador;Redes Sociales;Transferencia Electronica;Mountain Man Extreme;Lidia Bueno;2021-02-13;35100;10;9.7;3510
Ara;901001382.0;FV 115019;Ecuador;Telefono;Efectivo;Guayos Nike Cr-103;Hernando Portilla;2013-01-07;81110;6;10.7;13518
Hipermaxi;899453679.0;FV 53218;Guatemala;Redes Sociales;Tarjeta de Credito;Juego TrailChef Deluxe Cook;Lidia Bueno;2021-06-06;73250;10;0.0;7325
Carrefour;900348761.0;FV 134661;Guatemala;Punto de Venta;Transferencia Electronica;Mochila Canyon Mule Journey;Bernardo Cifuentes;2018-01-25;11737;1;0.0;11737
Ara;901001382.0;FV 41583;Nicaragua;Punto de Venta;Efectivo;Set de Madera Lady Hailstorm Titanium;Guillermo Benavides;2024-05-16;191400;6;0.0;31900
Soriana;901345679.0;FV 128823;Colombia;Telefono;Transferencia Electronica;Guayos Nike Cr-58;Guillermo Benavides;2016-12-01;168455;13;0.0;12958
Unimarc;900434592.0;FV 121994;Peru;Telefono;Efectivo;Guayos Nike Cr-13;Viviana Cano;2015-04-01;74877;6;0.0;12480
Tiendas Olímpica;901765437.0;FV 40855;Peru;Punto de Venta;Efectivo;Termo de Bicicleta;Patricia Angarita;2024-01-06;89250;10;0.0;8925
Gessa;901324700.0;FV 102616;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-66;Viviana Cano;2007-01-11;36027;11;0.0;3275
Grupo Éxito;809765231.0;FV 66952;Honduras;Redes Sociales;Transferencia Electronica;Kit de cocina TrailChef;Hernando Portilla;2023-03-15;48250;8;11.6;6031
Cencosud;901776453.0;FV 102650;Ecuador;Punto de Venta;Efectivo;Guayos Nike Cr-83;Viviana Cano;2007-01-21;65504;13;8.2;5039
Walmart;890342123.0;FV 127266;Nicaragua;Punto de Venta;Cheque;Casco de escalada de granito;Bernardo Cifuentes;2016-08-08;154645;12;9.4;12887
Jumbo;901345871.0;FV 100281;Ecuador;Punto de Venta;Cheque;Guayos Nike Cr-96;Viviana Cano;2005-03-25;5484;2;0.0;2742
Walmart;890342123.0;FV 43750;Peru;Punto de Venta;Efectivo;Arnés Extremo Husky;Patricia Angarita;2024-07-09;77300;8;0.0;9662
Walmart;890342123.0;FV 67218;Mexico;Redes Sociales;Transferencia Electronica;Juego TrailChef Deluxe Cook;Viviana Cano;2023-03-26;55000;6;0.0;9167
Tiendas Olímpica;901765437.0;FV 49049;Peru;Redes Sociales;Transferencia Electronica;Kit de cocina TrailChef;Lidia Bueno;2021-02-22;23150;8;0.0;2894
Soriana;901345679.0;FV 64518;Peru;Redes Sociales;Transferencia Electronica;Mountain Man Extreme;Lidia Bueno;2022-11-14;35250;10;0.0;3525
Walmart;890342123.0;FV 112679;Ecuador;Punto de Venta;Efectivo;Mirador Star;Bernardo Cifuentes;2012-04-03;56631;7;0.0;8090
Bodega Aurrerá;890457811.0;FV 112639;Ecuador;Telefono;Efectivo;Guayos Nike Cr-109;Viviana Cano;2012-03-29;73534;6;14.4;12256
Automercados Plaza's;891009100.0;FV 133621;Nicaragua;Telefono;Transferencia Electronica;Guayos Nike Cr-35;Hernando Portilla;2017-11-10;129091;12;0.0;10758
Gessa;901324700.0;FV 133585;Ecuador;Telefono;Cheque;Guayos Nike Cr-53;Hernando Portilla;2017-11-08;16701;4;0.0;4175
;901776453.0;FV 104643;Ecuador;Punto de Venta;Cheque;Guayos Nike Cr-97;Viviana Cano;2008-05-25;22824;8;0.0;2853
Supermercados Peruanos;896789012.0;FV 117858;Colombia;Punto de Venta;Cheque;Guayos Nike Cr-99;Bernardo Cifuentes;2013-12-01;32437;5;0.0;6487
;809765231.0;FV 125834;Guatemala;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-17;Guillermo Benavides;2016-04-22;37873;4;0.0;9468
Super Selectos;901457120.0;FV 119878;Ecuador;Telefono;Cheque;Guayos Nike Cr-74;Bernardo Cifuentes;2014-07-25;81174;12;0.0;6764
Super 99;899087237.0;FV 141339;Peru;Telefono;Cheque;Guayos Nike Cr-15;Hernando Portilla;2019-06-09;91977;7;0.0;13140
Walmart;890342123.0;FV 71869;Honduras;Redes Sociales;Transferencia Electronica;Casco de escalada de granito;Viviana Cano;2023-10-23;65700;1;6.4;65700
Tiendas Olímpica;901765437.0;FV 41221;Honduras;Redes Sociales;Tarjeta de Credito;Set de Madera Lady Hailstorm Titanium;Patricia Angarita;2024-03-05;66200;10;0.0;6620
Tiendas Olímpica;;FV 59318;Nicaragua;Redes Sociales;Cheque;Mountain Man Extreme;Hernando Portilla;2022-03-29;11500;6;0.0;1917
La Anónima;897564399.0;FV 105524;Ecuador ;Punto de Venta;Efectivo;Guayos Nike Cr-38;Hernando Portilla;2008-11-07;33951;7;9.7;4850
Hipermaxi;899453679.0;FV 49335;Peru;Redes Sociales;Transferencia Electronica;Kit de cocina TrailChef;Viviana Cano;2021-03-01;53650;10;0.0;5365
Tiendas Olímpica;901765437.0;FV 60189;Ecuador;Redes Sociales;Transferencia Electronica;Kit de cocina TrailChef;Viviana Cano;2022-04-29;34550;23;7.7;1502
La Anónima;897564399.0;FV 108602;Ecuador;Punto de Venta;Cheque;Guayos Nike Cr-7;Hernando Portilla;2010-05-20;32932;4;0.0;8233
Automercados Plaza's;891009100.0;FV 126109;Panama;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-50;Guillermo Benavides;2016-05-11;41043;4;0.0;10261
Carrefour;900348761.0;FV 131427;Guatemala;Telefono;Transferencia Electronica;Set de Madera Lady Hailstorm Titanium;Lidia Bueno;2017-06-04;41106;3;0.0;13702
Automercados Plaza's;891009100.0;FV 142083;Guatemala;Punto de Venta;Cheque;Guayos Nike Cr-103;Lidia Bueno;2019-08-03;34138;6;0.0;5690
Cencosud;901776453.0;FV 137502;Honduras;Telefono;Efectivo;Guayos Nike Cr-90;Lidia Bueno;2018-08-28;32177;9;0.0;3575
Hipermaxi;899453679.0;FV 120889;Ecuador;Punto de Venta;Cheque;Guayos Nike Cr-11;Bernardo Cifuentes;2014-11-24;Sin dato;9;11.6;13727
Grupo Éxito;809765231.0;FV 123836;Ecuador;Punto de Venta;Efectivo;Guayos Nike Cr-29;Viviana Cano;2015-11-06;81173;14;0.0;5798
La Anónima;897564399.0;FV 46238;Peru;Punto de Venta;Efectivo;Mochila Canyon Mula Weekender;Patricia Angarita;2024-11-01;140900;13;7.0;10838
Super Selectos;901457120.0;FV 101147;Ecuador;Punto de Venta;Cheque;Guayos Nike Cr-50;Viviana Cano;2005-11-21;7024;2;6.1;3512
Super 99;899087237.0;FV 105293;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-83;Hernando Portilla;2008-09-26;197698;15;0.0;13180
Soriana;901345679.0;FV 62238;Panama;Redes Sociales;Transferencia Electronica;Camiseta Deportiva;Viviana Cano;2022-07-17;24100;6;8.1;4017
Unimarc;900434592.0;FV 122372;Peru;Telefono;Cheque;Guayos Nike Cr-96;Bernardo Cifuentes;2015-05-16;N/A;7;0.0;4852
Ara;901001382.0;FV 50853;Colombia;Redes Sociales;Cheque;Bolsa de golf Course Pro;Viviana Cano;2021-04-11;17950;13;7.7;1381
Walmart;890342123.0;FV 59966;Panama;Redes Sociales;Transferencia Electronica;Arnés Extremo Husky;Hernando Portilla;2022-04-21;49250;8;5.1;6156
Bodega Aurrerá;890457811.0;FV 133520;Colombia;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-34;Lidia Bueno;2017-11-03;Sin dato;12;0.0;8141
Super Selectos;901457120.0;FV 138465;Guatemala;Punto de Venta;Efectivo;Guayos Nike Cr-29;Bernardo Cifuentes;2018-11-08;36578;6;0.0;6096
Makro;902765200.0;FV 121262;Colombia;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-90;Viviana Cano;2015-01-05;28003;6;5.6;4667
Super Selectos;901457120.0;FV 139206;Mexico;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-117;Lidia Bueno;2019-01-03;35123;13;0.0;2702
Hipermaxi;899453679.0;FV 132451;Honduras;Punto de Venta;Transferencia Electronica;Canyon Mule Carryall;Guillermo Benavides;2017-08-16;173661;15;17.1;11577
Soriana;901345679.0;FV 109650;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-51;Viviana Cano;2010-11-23;116350;10;0.0;11635
Tiendas San Francisco;897345600.0;FV 107070;Ecuador;Punto de Venta;Efectivo;Mountain Man Extreme;Viviana Cano;2009-08-09;159319;12;14.0;13277
Ara;901001382.0;FV 146609;Nicaragua;Telefono;Tarjeta de Credito;Guayos Nike Cr-50;Viviana Cano;2020-07-03;9765;4;11.1;2441
Jumbo;901345871.0;FV 136097;Colombia;Telefono;Efectivo;Guayos Nike Cr-19;Lidia Bueno;2018-05-11;10731;1;0.0;10731
Tiendas San Francisco;897345600.0;FV 134873;Mexico;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-66;Hernando Portilla;2018-02-12;44211;5;0.0;8842
Super 99;899087237.0;FV 145860;Ecuador;Telefono;Tarjeta de Credito;Guayos Nike Cr-56;Guillermo Benavides;2020-05-12;36811;5;0.0;7362
Hipermaxi;899453679.0;FV 61056;Guatemala;Redes Sociales;Cheque;Lámpara EverGlow;Lidia Bueno;2022-05-29;10650;8;0.0;1331
La Anónima;897564399.0;FV 50532;Honduras;APP;Transferencia Electronica;Termo de Bicicleta;Lidia Bueno;2021-04-02;55000;6;7.3;9167
Gessa;;FV 46748;Guatemala;Punto de Venta;Efectivo;Arnés Extremo Husky;Guillermo Benavides;2024-12-20;100900;8;0.0;12612
Cencosud;901776453.0;FV 115754;Colombia;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-96;Hernando Portilla;2013-04-01;45597;4;0.0;11399
Walmart;890342123.0;FV 51699;Nicaragua;Redes Sociales;Tarjeta de Credito;Alivio de mordedura de insectos;Lidia Bueno;2021-05-01;55000;8;15.9;6875
Soriana;901345679.0;FV 144518;Ecuador;Punto de Venta;Efectivo;Silvato Arbitro;Lidia Bueno;2020-01-30;45538;7;5.9;6505
Soriana;901345679.0;FV 50617;Guatemala;Redes Sociales;Transferencia Electronica;Kit de cocina TrailChef;Viviana Cano;2021-04-04;44750;10;16.8;4475
Walmart;890342123.0;FV 50781;Ecuador;Punto de Venta;Efectivo;Set de Madera Lady Hailstorm Titanium;Guillermo Benavides;2021-04-09;99450;6;0.0;16575
Super Selectos;901457120.0;FV 136643;Honduras;Telefono;Tarjeta de Credito;Guayos Nike Cr-118;Bernardo Cifuentes;2018-06-23;51993;4;8.6;12998
Bodega Aurrerá;890457811.0;FV 55236;Ecuador;Teléfono;Transferencia Electronica;Mountain Man Extreme;Viviana Cano;2021-11-05;27500;6;6.0;4583
Makro;902765200.0;FV 145666;Honduras;Telefono;Tarjeta de Credito;Martillo de granito;Guillermo Benavides;2020-04-29;15345;6;0.0;2558
Bodega Aurrerá;890457811.0;FV 54436; Nicaragua;Redes Sociales;Transferencia Electronica;Kit de cocina TrailChef;Viviana Cano;2021-10-09;53700;6;0.0;8950
La Anónima;897564399.0;FV 127624;Guatemala;Telefono;Cheque;Guayos Nike Cr-51;Viviana Cano;2016-09-02;136823;12;7.2;11402
Gessa;901324700.0;FV 111344;Ecuador;Punto de Venta;Efectivo;Guayos Nike Cr-116;Hernando Portilla;2011-10-01;58675;13;0.0;4513
Supermercados Peruanos;896789012.0;FV 127343;Colombia;Punto de Venta;Efectivo;Guayos Nike Cr-66;Guillermo Benavides;2016-08-12;54811;10;0.0;5481
Tiendas San Francisco;897345600.0;FV 140778;Ecuador;Punto de Venta;Cheque;Guayos Nike Cr-76;Hernando Portilla;2019-04-29;90869;15;0.0;6058
Bodega Aurrerá;890457811.0;FV 116884;Ecuador;Telefono;Cheque;Guayos Nike Cr-93;Hernando Portilla;2013-08-12;13571;2;0.0;6786
Jumbo;901345871.0;FV 117311;Ecuador;Telefono;Tarjeta de Credito;Gorra Deportiva;Bernardo Cifuentes;2013-10-02;64006;9;0.0;7112
Cencosud;901776453.0;FV 62220;Guatemala;Redes Sociales;Transferencia Electronica;Palo Course Pro;Viviana Cano;2022-07-16;24400;6;12.3;4067
Grupo Éxito;809765231.0;FV 133084;Panama;Telefono;Efectivo;Guayos Nike Cr-63;Guillermo Benavides;2017-09-30;26555;10;7.8;2656
Unimarc;900434592.0;FV 107802;Ecuador;Punto de Venta;Cheque;Guayos Nike Cr-11;Viviana Cano;2009-12-22;45171;6;5.9;7528
Grupo Éxito;809765231.0;FV 142021;Ecuador;Punto de Venta;Tarjeta de Credito;Mountain Man Extreme;Lidia Bueno;2019-07-29;Sin dato;8;19.3;14226
Carrefour;900348761.0;FV 104386;Ecuador;Punto de Venta;Tarjeta de Credito;Gorra Deportiva;Hernando Portilla;2008-04-09;138441;11;0.0;12586
Super 99;899087237.0;FV 145245;Ecuador ;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-15;Viviana Cano;2020-03-27;81896;13;0.0;6300
Gessa;901324700.0;FV 142777;Mexico;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-62;Guillermo Benavides;2019-09-25;164871;12;15.8;13739
Unimarc;;FV 144258;Panama;Telefono;Transferencia Electronica;Guayos Nike Cr-25;Hernando Portilla;2020-01-12;158534;12;0.0;13211
Gessa;901324700.0;FV 52276;Honduras;Redes Sociales;Transferencia Electronica;Balon de Microfutbol Golty;Bernardo Cifuentes;2021-05-14;55000;6;9.5;9167
Walmart;890342123.0;FV 70503;Ecuador;APP;Transferencia Electronica;Set de Madera Lady Hailstorm Titanium;Hernando Portilla;2023-06-23;51650;2;0.0;25825
Super Selectos;901457120.0;FV 137425;Nicaragua;Telefono;Cheque;GPS glaciar;Bernardo Cifuentes;2018-08-22;43425;9;0.0;4825
